CodigoMunicipio,NombreMunicipio
070000190034,Marín
070000190035,Melchor Ocampo
070000190036,Mier y Noriega
070000190037,Mina
070000190038,Montemorelos
070000190039,Monterrey
070000190040,Parás
070000190041,Pesquería
070000190042,Los Ramones
070000190043,Rayones
070000190044,Sabinas Hidalgo
070000190045,Salinas Victoria
070000190046,San Nicolás de los Garza
070000190047,Hidalgo
070000190048,Santa Catarina
070000190049,Santiago
070000190050,Vallecillo
070000190051,Villaldama
070000190902,"902	Municipios de Monterrey, Apodaca, San Pedro Garza García, General Escobedo, Guadalupe, Juárez, San Nicolás de los Garza, Santa Catarina y García"
070000190996,No especificado
070000190997,Otros estados
07000020,Oaxaca
070000200001,Abejones
070000200002,Acatlán de Pérez Figueroa
070000200003,Asunción Cacalotepec
070000200004,Asunción Cuyotepeji
070000200005,Asunción Ixtaltepec
070000200006,Asunción Nochixtlán
070000200007,Asunción Ocotlán
070000200008,Asunción Tlacolulita
070000200009,Ayotzintepec
070000200010,El Barrio de la Soledad
070000200011,Calihualá
070000200012,Candelaria Loxicha
070000200013,Ciénega de Zimatlán
070000200014,Ciudad Ixtepec
070000200015,Coatecas Altas
070000200016,Coicoyán de las Flores
070000200017,La Compañía
070000200018,Concepción Buenavista
070000200019,Concepción Pápalo
070000200020,Constancia del Rosario
070000200021,Cosolapa
070000200022,Cosoltepec
070000200023,Cuilápam de Guerrero
070000200024,Cuyamecalco Villa de Zaragoza
070000200025,Chahuites
070000200026,Chalcatongo de Hidalgo
070000200027,Chiquihuitlán de Benito Juárez
070000200028,Heroica Ciudad de Ejutla de Crespo
070000200029,Eloxochitlán de Flores Magón
070000200030,El Espinal
070000200031,Tamazulápam del Espíritu Santo
070000200032,Fresnillo de Trujano
070000200033,Guadalupe Etla
070000200034,Guadalupe de Ramírez
070000200035,Guelatao de Juárez
070000200036,Guevea de Humboldt
070000200037,Mesones Hidalgo
070000200038,Villa Hidalgo
070000200039,Heroica Ciudad de Huajuapan de León
070000200040,Huautepec
070000200041,Huautla de Jiménez
070000200042,Ixtlán de Juárez
070000200043,Juchitán de Zaragoza
070000200044,Loma Bonita
070000200045,Magdalena Apasco
070000200046,Magdalena Jaltepec
070000200047,Santa Magdalena Jicotlán
070000200048,Magdalena Mixtepec
070000200049,Magdalena Ocotlán
070000200050,Magdalena Peñasco
070000200051,Magdalena Teitipac
070000200052,Magdalena Tequisistlán
070000200053,Magdalena Tlacotepec
070000200054,Magdalena Zahuatlán
070000200055,Mariscala de Juárez
070000200056,Mártires de Tacubaya
070000200057,Matías Romero Avendaño
070000200058,Mazatlán Villa de Flores
070000200059,Miahuatlán de Porfirio Díaz
070000200060,Mixistlán de la Reforma
070000200061,Monjas
070000200062,Natividad
070000200063,Nazareno Etla
070000200064,Nejapa de Madero
070000200065,Ixpantepec Nieves
070000200066,Santiago Niltepec
070000200067,Oaxaca de Juárez
070000200068,Ocotlán de Morelos
070000200069,La Pe
070000200070,Pinotepa de Don Luis
070000200071,Pluma Hidalgo
070000200072,San José del Progreso
070000200073,Putla Villa de Guerrero
070000200074,Santa Catarina Quioquitani
070000200075,Reforma de Pineda
070000200076,La Reforma
070000200077,Reyes Etla
070000200078,Rojas de Cuauhtémoc
070000200079,Salina Cruz
070000200080,San Agustín Amatengo
070000200081,San Agustín Atenango
070000200082,San Agustín Chayuco
070000200083,San Agustín de las Juntas
070000200084,San Agustín Etla
070000200085,San Agustín Loxicha
070000200086,San Agustín Tlacotepec
070000200087,San Agustín Yatareni
070000200088,San Andrés Cabecera Nueva
070000200089,San Andrés Dinicuiti
070000200090,San Andrés Huaxpaltepec
070000200091,San Andrés Huayápam
070000200092,San Andrés Ixtlahuaca
070000200093,San Andrés Lagunas
070000200094,San Andrés Nuxiño
070000200095,San Andrés Paxtlán
070000200096,San Andrés Sinaxtla
070000200097,San Andrés Solaga
070000200098,San Andrés Teotilálpam
070000200099,San Andrés Tepetlapa
070000200100,San Andrés Yaá
070000200101,San Andrés Zabache
070000200102,San Andrés Zautla
070000200103,San Antonino Castillo Velasco
070000200104,San Antonino el Alto
070000200105,San Antonino Monte Verde
070000200106,San Antonio Acutla
070000200107,San Antonio de la Cal
070000200108,San Antonio Huitepec
070000200109,San Antonio Nanahuatípam
070000200110,San Antonio Sinicahua
070000200111,San Antonio Tepetlapa
070000200112,San Baltazar Chichicápam
070000200113,San Baltazar Loxicha
070000200114,San Baltazar Yatzachi el Bajo
070000200115,San Bartolo Coyotepec
070000200116,San Bartolomé Ayautla
070000200117,San Bartolomé Loxicha
070000200118,San Bartolomé Quialana
070000200119,San Bartolomé Yucuañe
070000200120,San Bartolomé Zoogocho
070000200121,San Bartolo Soyaltepec
070000200122,San Bartolo Yautepec
070000200123,San Bernardo Mixtepec
070000200124,Heroica Villa de San Blas Atempa
070000200125,San Carlos Yautepec
070000200126,San Cristóbal Amatlán
070000200127,San Cristóbal Amoltepec
070000200128,San Cristóbal Lachirioag
070000200129,San Cristóbal Suchixtlahuaca
070000200130,San Dionisio del Mar
070000200131,San Dionisio Ocotepec
070000200132,San Dionisio Ocotlán
070000200133,San Esteban Atatlahuca
070000200134,San Felipe Jalapa de Díaz
070000200135,San Felipe Tejalápam
070000200136,San Felipe Usila
070000200137,San Francisco Cahuacuá
070000200138,San Francisco Cajonos
070000200139,San Francisco Chapulapa
070000200140,San Francisco Chindúa
070000200141,San Francisco del Mar
070000200142,San Francisco Huehuetlán
070000200143,San Francisco Ixhuatán
070000200144,San Francisco Jaltepetongo
070000200145,San Francisco Lachigoló
070000200146,San Francisco Logueche
070000200147,San Francisco Nuxaño
070000200148,San Francisco Ozolotepec
070000200149,San Francisco Sola
070000200150,San Francisco Telixtlahuaca
070000200151,San Francisco Teopan
070000200152,San Francisco Tlapancingo
070000200153,San Gabriel Mixtepec
070000200154,San Ildefonso Amatlán
070000200155,San Ildefonso Sola
070000200156,San Ildefonso Villa Alta
070000200157,San Jacinto Amilpas
070000200158,San Jacinto Tlacotepec
070000200159,San Jerónimo Coatlán
070000200160,San Jerónimo Silacayoapilla
070000200161,San Jerónimo Sosola
070000200162,San Jerónimo Taviche
070000200163,San Jerónimo Tecóatl
070000200164,San Jorge Nuchita
070000200165,San José Ayuquila
070000200166,San José Chiltepec
070000200167,San José del Peñasco
070000200168,San José Estancia Grande
070000200169,San José Independencia
070000200170,San José Lachiguiri
070000200171,San José Tenango
070000200172,San Juan Achiutla
070000200173,San Juan Atepec
070000200174,Ánimas Trujano
070000200175,San Juan Bautista Atatlahuca
070000200176,San Juan Bautista Coixtlahuaca
070000200177,San Juan Bautista Cuicatlán
070000200178,San Juan Bautista Guelache
070000200179,San Juan Bautista Jayacatlán
070000200180,San Juan Bautista Lo de Soto
070000200181,San Juan Bautista Suchitepec
070000200182,San Juan Bautista Tlacoatzintepec
070000200183,San Juan Bautista Tlachichilco
070000200184,San Juan Bautista Tuxtepec
070000200185,San Juan Cacahuatepec
070000200186,San Juan Cieneguilla
070000200187,San Juan Coatzóspam
070000200188,San Juan Colorado
070000200189,San Juan Comaltepec
070000200190,San Juan Cotzocón
070000200191,San Juan Chicomezúchil
070000200192,San Juan Chilateca
070000200193,San Juan del Estado
070000200194,San Juan del Río
070000200195,San Juan Diuxi
070000200196,San Juan Evangelista Analco
070000200197,San Juan Guelavía
070000200198,San Juan Guichicovi
070000200199,San Juan Ihualtepec
070000200200,San Juan Juquila Mixes
070000200201,San Juan Juquila Vijanos
070000200202,San Juan Lachao
070000200203,San Juan Lachigalla
070000200204,San Juan Lajarcia
070000200205,San Juan Lalana
070000200206,San Juan de los Cués
070000200207,San Juan Mazatlán
070000200208,San Juan Mixtepec
070000200209,San Juan Mixtepec
070000200210,San Juan Ñumí
070000200211,San Juan Ozolotepec
070000200212,San Juan Petlapa
070000200213,San Juan Quiahije
070000200214,San Juan Quiotepec
070000200215,San Juan Sayultepec
070000200216,San Juan Tabaá
070000200217,San Juan Tamazola
070000200218,San Juan Teita
070000200219,San Juan Teitipac
070000200220,San Juan Tepeuxila
070000200221,San Juan Teposcolula
070000200222,San Juan Yaeé
070000200223,San Juan Yatzona
070000200224,San Juan Yucuita
070000200225,San Lorenzo
070000200226,San Lorenzo Albarradas
070000200227,San Lorenzo Cacaotepec
070000200228,San Lorenzo Cuaunecuiltitla
070000200229,San Lorenzo Texmelúcan
070000200230,San Lorenzo Victoria
070000200231,San Lucas Camotlán
070000200232,San Lucas Ojitlán
070000200233,San Lucas Quiaviní
070000200234,San Lucas Zoquiápam
070000200235,San Luis Amatlán
070000200236,San Marcial Ozolotepec
070000200237,San Marcos Arteaga
070000200238,San Martín de los Cansecos
070000200239,San Martín Huamelúlpam
070000200240,San Martín Itunyoso
070000200241,San Martín Lachilá
070000200242,San Martín Peras
070000200243,San Martín Tilcajete
070000200244,San Martín Toxpalan
070000200245,San Martín Zacatepec
070000200246,San Mateo Cajonos
070000200247,Capulálpam de Méndez
070000200248,San Mateo del Mar
070000200249,San Mateo Yoloxochitlán
070000200250,San Mateo Etlatongo
070000200251,San Mateo Nejápam
070000200252,San Mateo Peñasco
070000200253,San Mateo Piñas
070000200254,San Mateo Río Hondo
070000200255,San Mateo Sindihui
070000200256,San Mateo Tlapiltepec
070000200257,San Melchor Betaza
070000200258,San Miguel Achiutla
070000200259,San Miguel Ahuehuetitlán
070000200260,San Miguel Aloápam
070000200261,San Miguel Amatitlán
070000200262,San Miguel Amatlán
070000200263,San Miguel Coatlán
070000200264,San Miguel Chicahua
070000200265,San Miguel Chimalapa
070000200266,San Miguel del Puerto
070000200267,San Miguel del Río
070000200268,San Miguel Ejutla
070000200269,San Miguel el Grande
070000200270,San Miguel Huautla
070000200271,San Miguel Mixtepec
070000200272,San Miguel Panixtlahuaca
070000200273,San Miguel Peras
070000200274,San Miguel Piedras
070000200275,San Miguel Quetzaltepec
070000200276,San Miguel Santa Flor
070000200277,Villa Sola de Vega
070000200278,San Miguel Soyaltepec
070000200279,San Miguel Suchixtepec
070000200280,Villa Talea de Castro
070000200281,San Miguel Tecomatlán
070000200282,San Miguel Tenango
070000200283,San Miguel Tequixtepec
070000200284,San Miguel Tilquiápam
070000200285,San Miguel Tlacamama
070000200286,San Miguel Tlacotepec
070000200287,San Miguel Tulancingo
070000200288,San Miguel Yotao
070000200289,San Nicolás
070000200290,San Nicolás Hidalgo
070000200291,San Pablo Coatlán
070000200292,San Pablo Cuatro Venados
070000200293,San Pablo Etla
070000200294,San Pablo Huitzo
070000200295,San Pablo Huixtepec
070000200296,San Pablo Macuiltianguis
070000200297,San Pablo Tijaltepec
070000200298,San Pablo Villa de Mitla
070000200299,San Pablo Yaganiza
070000200300,San Pedro Amuzgos
070000200301,San Pedro Apóstol
070000200302,San Pedro Atoyac
070000200303,San Pedro Cajonos
070000200304,San Pedro Coxcaltepec Cántaros
070000200305,San Pedro Comitancillo
070000200306,San Pedro el Alto
070000200307,San Pedro Huamelula
070000200308,San Pedro Huilotepec
070000200309,San Pedro Ixcatlán
070000200310,San Pedro Ixtlahuaca
070000200311,San Pedro Jaltepetongo
070000200312,San Pedro Jicayán
070000200313,San Pedro Jocotipac
070000200314,San Pedro Juchatengo
070000200315,San Pedro Mártir
070000200316,San Pedro Mártir Quiechapa
070000200317,San Pedro Mártir Yucuxaco
070000200318,San Pedro Mixtepec
070000200319,San Pedro Mixtepec
070000200320,San Pedro Molinos
070000200321,San Pedro Nopala
070000200322,San Pedro Ocopetatillo
070000200323,San Pedro Ocotepec
070000200324,San Pedro Pochutla
070000200325,San Pedro Quiatoni
070000200326,San Pedro Sochiápam
070000200327,San Pedro Tapanatepec
070000200328,San Pedro Taviche
070000200329,San Pedro Teozacoalco
070000200330,San Pedro Teutila
070000200331,San Pedro Tidaá
070000200332,San Pedro Topiltepec
070000200333,San Pedro Totolápam
070000200334,Villa de Tututepec
070000200335,San Pedro Yaneri
070000200336,San Pedro Yólox
070000200337,San Pedro y San Pablo Ayutla
070000200338,Villa de Etla
070000200339,San Pedro y San Pablo Teposcolula
070000200340,San Pedro y San Pablo Tequixtepec
070000200341,San Pedro Yucunama
070000200342,San Raymundo Jalpan
070000200343,San Sebastián Abasolo
070000200344,San Sebastián Coatlán
070000200345,San Sebastián Ixcapa
070000200346,San Sebastián Nicananduta
070000200347,San Sebastián Río Hondo
070000200348,San Sebastián Tecomaxtlahuaca
070000200349,San Sebastián Teitipac
070000200350,San Sebastián Tutla
070000200351,San Simón Almolongas
070000200352,San Simón Zahuatlán
070000200353,Santa Ana
070000200354,Santa Ana Ateixtlahuaca
070000200355,Santa Ana Cuauhtémoc
070000200356,Santa Ana del Valle
070000200357,Santa Ana Tavela
070000200358,Santa Ana Tlapacoyan
070000200359,Santa Ana Yareni
070000200360,Santa Ana Zegache
070000200361,Santa Catalina Quierí
070000200362,Santa Catarina Cuixtla
070000200363,Santa Catarina Ixtepeji
070000200364,Santa Catarina Juquila
070000200365,Santa Catarina Lachatao
070000200366,Santa Catarina Loxicha
070000200367,Santa Catarina Mechoacán
070000200368,Santa Catarina Minas
070000200369,Santa Catarina Quiané
070000200370,Santa Catarina Tayata
070000200371,Santa Catarina Ticuá
070000200372,Santa Catarina Yosonotú
070000200373,Santa Catarina Zapoquila
070000200374,Santa Cruz Acatepec
070000200375,Santa Cruz Amilpas
070000200376,Santa Cruz de Bravo
070000200377,Santa Cruz Itundujia
070000200378,Santa Cruz Mixtepec
070000200379,Santa Cruz Nundaco
070000200380,Santa Cruz Papalutla
070000200381,Santa Cruz Tacache de Mina
070000200382,Santa Cruz Tacahua
070000200383,Santa Cruz Tayata
070000200384,Santa Cruz Xitla
070000200385,Santa Cruz Xoxocotlán
070000200386,Santa Cruz Zenzontepec
070000200387,Santa Gertrudis
070000200388,Santa Inés del Monte
070000200389,Santa Inés Yatzeche
070000200390,Santa Lucía del Camino
070000200391,Santa Lucía Miahuatlán
070000200392,Santa Lucía Monteverde
070000200393,Santa Lucía Ocotlán
070000200394,Santa María Alotepec
070000200395,Santa María Apazco
070000200396,Santa María la Asunción
070000200397,Heroica Ciudad de Tlaxiaco
070000200398,Ayoquezco de Aldama
070000200399,Santa María Atzompa
070000200400,Santa María Camotlán
070000200401,Santa María Colotepec
070000200402,Santa María Cortijo
070000200403,Santa María Coyotepec
070000200404,Santa María Chachoápam
070000200405,Villa de Chilapa de Díaz
070000200406,Santa María Chilchotla
070000200407,Santa María Chimalapa
070000200408,Santa María del Rosario
070000200409,Santa María del Tule
070000200410,Santa María Ecatepec
070000200411,Santa María Guelacé
070000200412,Santa María Guienagati
070000200413,Santa María Huatulco
070000200414,Santa María Huazolotitlán
070000200415,Santa María Ipalapa
070000200416,Santa María Ixcatlán
070000200417,Santa María Jacatepec
070000200418,Santa María Jalapa del Marqués
070000200419,Santa María Jaltianguis
070000200420,Santa María Lachixío
070000200421,Santa María Mixtequilla
070000200422,Santa María Nativitas
070000200423,Santa María Nduayaco
070000200424,Santa María Ozolotepec
070000200425,Santa María Pápalo
070000200426,Santa María Peñoles
070000200427,Santa María Petapa
070000200428,Santa María Quiegolani
070000200429,Santa María Sola
070000200430,Santa María Tataltepec
070000200431,Santa María Tecomavaca
070000200432,Santa María Temaxcalapa
070000200433,Santa María Temaxcaltepec
070000200434,Santa María Teopoxco
070000200435,Santa María Tepantlali
070000200436,Santa María Texcatitlán
070000200437,Santa María Tlahuitoltepec
070000200438,Santa María Tlalixtac
070000200439,Santa María Tonameca
070000200440,Santa María Totolapilla
070000200441,Santa María Xadani
070000200442,Santa María Yalina
070000200443,Santa María Yavesía
070000200444,Santa María Yolotepec
070000200445,Santa María Yosoyúa
070000200446,Santa María Yucuhiti
070000200447,Santa María Zacatepec
070000200448,Santa María Zaniza
070000200449,Santa María Zoquitlán
070000200450,Santiago Amoltepec
070000200451,Santiago Apoala
070000200452,Santiago Apóstol
070000200453,Santiago Astata
070000200454,Santiago Atitlán
070000200455,Santiago Ayuquililla
070000200456,Santiago Cacaloxtepec
070000200457,Santiago Camotlán
070000200458,Santiago Comaltepec
070000200459,Villa de Santiago Chazumba
070000200460,Santiago Choápam
070000200461,Santiago del Río
070000200462,Santiago Huajolotitlán
070000200463,Santiago Huauclilla
070000200464,Santiago Ihuitlán Plumas
070000200465,Santiago Ixcuintepec
070000200466,Santiago Ixtayutla
070000200467,Santiago Jamiltepec
070000200468,Santiago Jocotepec
070000200469,Santiago Juxtlahuaca
070000200470,Santiago Lachiguiri
070000200471,Santiago Lalopa
070000200472,Santiago Laollaga
070000200473,Santiago Laxopa
070000200474,Santiago Llano Grande
070000200475,Santiago Matatlán
070000200476,Santiago Miltepec
070000200477,Santiago Minas
070000200478,Santiago Nacaltepec
070000200479,Santiago Nejapilla
070000200480,Santiago Nundiche
070000200481,Santiago Nuyoó
070000200482,Santiago Pinotepa Nacional
070000200483,Santiago Suchilquitongo
070000200484,Santiago Tamazola
070000200485,Santiago Tapextla
070000200486,Villa Tejúpam de la Unión
070000200487,Santiago Tenango
070000200488,Santiago Tepetlapa
070000200489,Santiago Tetepec
070000200490,Santiago Texcalcingo
070000200491,Santiago Textitlán
070000200492,Santiago Tilantongo
070000200493,Santiago Tillo
070000200494,Santiago Tlazoyaltepec
070000200495,Santiago Xanica
070000200496,Santiago Xiacuí
070000200497,Santiago Yaitepec
070000200498,Santiago Yaveo
070000200499,Santiago Yolomécatl
070000200500,Santiago Yosondúa
070000200501,Santiago Yucuyachi
070000200502,Santiago Zacatepec
070000200503,Santiago Zoochila
070000200504,Nuevo Zoquiápam
070000200505,Santo Domingo Ingenio
070000200506,Santo Domingo Albarradas
070000200507,Santo Domingo Armenta
070000200508,Santo Domingo Chihuitán
070000200509,Santo Domingo de Morelos
070000200510,Santo Domingo Ixcatlán
070000200511,Santo Domingo Nuxaá
070000200512,Santo Domingo Ozolotepec
070000200513,Santo Domingo Petapa
070000200514,Santo Domingo Roayaga
070000200515,Santo Domingo Tehuantepec
070000200516,Santo Domingo Teojomulco
070000200517,Santo Domingo Tepuxtepec
070000200518,Santo Domingo Tlatayápam
070000200519,Santo Domingo Tomaltepec
070000200520,Santo Domingo Tonalá
070000200521,Santo Domingo Tonaltepec
070000200522,Santo Domingo Xagacía
070000200523,Santo Domingo Yanhuitlán
070000200524,Santo Domingo Yodohino
070000200525,Santo Domingo Zanatepec
070000200526,Santos Reyes Nopala
070000200527,Santos Reyes Pápalo
070000200528,Santos Reyes Tepejillo
070000200529,Santos Reyes Yucuná
070000200530,Santo Tomás Jalieza
070000200531,Santo Tomás Mazaltepec
070000200532,Santo Tomás Ocotepec
070000200533,Santo Tomás Tamazulapan
070000200534,San Vicente Coatlán
070000200535,San Vicente Lachixío
070000200536,San Vicente Nuñú
070000200537,Silacayoápam
070000200538,Sitio de Xitlapehua
070000200539,Soledad Etla
070000200540,Villa de Tamazulápam del Progreso
070000200541,Tanetze de Zaragoza
070000200542,Taniche
070000200543,Tataltepec de Valdés
070000200544,Teococuilco de Marcos Pérez
070000200545,Teotitlán de Flores Magón
070000200546,Teotitlán del Valle
070000200547,Teotongo
070000200548,Tepelmeme Villa de Morelos
070000200549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca"
070000200550,San Jerónimo Tlacochahuaya
070000200551,Tlacolula de Matamoros
070000200552,Tlacotepec Plumas
070000200553,Tlalixtac de Cabrera
070000200554,Totontepec Villa de Morelos
070000200555,Trinidad Zaachila
070000200556,La Trinidad Vista Hermosa
070000200557,Unión Hidalgo
070000200558,Valerio Trujano
070000200559,San Juan Bautista Valle Nacional
070000200560,Villa Díaz Ordaz
070000200561,Yaxe
070000200562,Magdalena Yodocono de Porfirio Díaz
070000200563,Yogana
070000200564,Yutanduchi de Guerrero
070000200565,Villa de Zaachila
070000200566,San Mateo Yucutindoo
070000200567,Zapotitlán Lagunas
070000200568,Zapotitlán Palmas
070000200569,Santa Inés de Zaragoza
070000200570,Zimatlán de Álvarez
070000200996,No especificado
070000200997,Otros estados
070000200998,Otros municipios
070000200999,Resto de municipios
07000021,Puebla
070000210001,Acajete
070000210002,Acateno
070000210003,Acatlán
070000210004,Acatzingo
070000210005,Acteopan
070000210006,Ahuacatlán
070000210007,Ahuatlán
070000210008,Ahuazotepec
070000210009,Ahuehuetitla
070000210010,Ajalpan
070000210011,Albino Zertuche
070000210012,Aljojuca
070000210013,Altepexi
070000210014,Amixtlán
070000210015,Amozoc
070000210016,Aquixtla
070000210017,Atempan
070000210018,Atexcal
070000210019,Atlixco
070000210020,Atoyatempan
070000210021,Atzala
070000210022,Atzitzihuacán
070000210023,Atzitzintla
070000210024,Axutla
070000210025,Ayotoxco de Guerrero
070000210026,Calpan
070000210027,Caltepec
070000210028,Camocuautla
070000210029,Caxhuacan
070000210030,Coatepec
070000210031,Coatzingo
070000210032,Cohetzala
070000210033,Cohuecan
070000210034,Coronango
070000210035,Coxcatlán
070000210036,Coyomeapan
070000210037,Coyotepec
070000210038,Cuapiaxtla de Madero
070000210039,Cuautempan
070000210040,Cuautinchán
070000210041,Cuautlancingo
070000210042,Cuayuca de Andrade
070000210043,Cuetzalan del Progreso
070000210044,Cuyoaco
070000210045,Chalchicomula de Sesma
070000210046,Chapulco
070000210047,Chiautla
070000210048,Chiautzingo
070000210049,Chiconcuautla
070000210050,Chichiquila
070000210051,Chietla
070000210052,Chigmecatitlán
070000210053,Chignahuapan
070000210054,Chignautla
070000210055,Chila
070000210056,Chila de la Sal
070000210057,Honey
070000210058,Chilchotla
070000210059,Chinantla
070000210060,Domingo Arenas
070000210061,Eloxochitlán
070000210062,Epatlán
070000210063,Esperanza
070000210064,Francisco Z. Mena
070000210065,General Felipe Ángeles
070000210066,Guadalupe
070000210067,Guadalupe Victoria
070000210068,Hermenegildo Galeana
070000210069,Huaquechula
070000210070,Huatlatlauca
070000210071,Huauchinango
070000210072,Huehuetla
070000210073,Huehuetlán el Chico
070000210074,Huejotzingo
070000210075,Hueyapan
070000210076,Hueytamalco
070000210077,Hueytlalpan
070000210078,Huitzilan de Serdán
070000210079,Huitziltepec
070000210080,Atlequizayan
070000210081,Ixcamilpa de Guerrero
070000210082,Ixcaquixtla
070000210083,Ixtacamaxtitlán
070000210084,Ixtepec
070000210085,Izúcar de Matamoros
070000210086,Jalpan
070000210087,Jolalpan
070000210088,Jonotla
070000210089,Jopala
070000210090,Juan C. Bonilla
070000210091,Juan Galindo
070000210092,Juan N. Méndez
070000210093,Lafragua
070000210094,Libres
070000210095,La Magdalena Tlatlauquitepec
070000210096,Mazapiltepec de Juárez
070000210097,Mixtla
070000210098,Molcaxac
070000210099,Cañada Morelos
070000210100,Naupan
070000210101,Nauzontla
070000210102,Nealtican
070000210103,Nicolás Bravo
070000210104,Nopalucan
070000210105,Ocotepec
070000210106,Ocoyucan
070000210107,Olintla
070000210108,Oriental
070000210109,Pahuatlán
070000210110,Palmar de Bravo
070000210111,Pantepec
070000210112,Petlalcingo
070000210113,Piaxtla
070000210114,Puebla
070000210115,Quecholac
070000210116,Quimixtlán
070000210117,Rafael Lara Grajales
070000210118,Los Reyes de Juárez
070000210119,San Andrés Cholula
070000210120,San Antonio Cañada
070000210121,San Diego la Mesa Tochimiltzingo
070000210122,San Felipe Teotlalcingo
070000210123,San Felipe Tepatlán
070000210124,San Gabriel Chilac
070000210125,San Gregorio Atzompa
070000210126,San Jerónimo Tecuanipan
070000210127,San Jerónimo Xayacatlán
070000210128,San José Chiapa
070000210129,San José Miahuatlán
070000210130,San Juan Atenco
070000210131,San Juan Atzompa
070000210132,San Martín Texmelucan
070000210133,San Martín Totoltepec
070000210134,San Matías Tlalancaleca
070000210135,San Miguel Ixitlán
070000210136,San Miguel Xoxtla
070000210137,San Nicolás Buenos Aires
070000210138,San Nicolás de los Ranchos
070000210139,San Pablo Anicano
070000210140,San Pedro Cholula
070000210141,San Pedro Yeloixtlahuaca
070000210142,San Salvador el Seco
070000210143,San Salvador el Verde
070000210144,San Salvador Huixcolotla
070000210145,San Sebastián Tlacotepec
070000210146,Santa Catarina Tlaltempan
070000210147,Santa Inés Ahuatempan
070000210148,Santa Isabel Cholula
070000210149,Santiago Miahuatlán
070000210150,Huehuetlán el Grande
070000210151,Santo Tomás Hueyotlipan
070000210152,Soltepec
070000210153,Tecali de Herrera
070000210154,Tecamachalco
070000210155,Tecomatlán
070000210156,Tehuacán
070000210157,Tehuitzingo
070000210158,Tenampulco
070000210159,Teopantlán
070000210160,Teotlalco
070000210161,Tepanco de López
070000210162,Tepango de Rodríguez
070000210163,Tepatlaxco de Hidalgo
070000210164,Tepeaca
070000210165,Tepemaxalco
070000210166,Tepeojuma
070000210167,Tepetzintla
070000210168,Tepexco
070000210169,Tepexi de Rodríguez
070000210170,Tepeyahualco
070000210171,Tepeyahualco de Cuauhtémoc
070000210172,Tetela de Ocampo
070000210173,Teteles de Avila Castillo
070000210174,Teziutlán
070000210175,Tianguismanalco
070000210176,Tilapa
070000210177,Tlacotepec de Benito Juárez
070000210178,Tlacuilotepec
070000210179,Tlachichuca
070000210180,Tlahuapan
070000210181,Tlaltenango
070000210182,Tlanepantla
070000210183,Tlaola
070000210184,Tlapacoya
070000210185,Tlapanalá
070000210186,Tlatlauquitepec
070000210187,Tlaxco
070000210188,Tochimilco
070000210189,Tochtepec
070000210190,Totoltepec de Guerrero
070000210191,Tulcingo
070000210192,Tuzamapan de Galeana
070000210193,Tzicatlacoyan
070000210194,Venustiano Carranza
070000210195,Vicente Guerrero
070000210196,Xayacatlán de Bravo
070000210197,Xicotepec
070000210198,Xicotlán
070000210199,Xiutetelco
070000210200,Xochiapulco
070000210201,Xochiltepec
070000210202,Xochitlán de Vicente Suárez
070000210203,Xochitlán Todos Santos
070000210204,Yaonáhuac
070000210205,Yehualtepec
070000210206,Zacapala
070000210207,Zacapoaxtla
070000210208,Zacatlán
070000210209,Zapotitlán
070000210210,Zapotitlán de Méndez
070000210211,Zaragoza
070000210212,Zautla
070000210213,Zihuateutla
070000210214,Zinacatepec
070000210215,Zongozotla
070000210216,Zoquiapan
070000210217,Zoquitlán
070000210996,No especificado
070000210997,Otros estados
070000210998,Otros municipios
070000210999,Resto de municipios
07000022,Querétaro
070000220001,Amealco de Bonfil
070000220002,Pinal de Amoles
070000220003,Arroyo Seco
070000220004,Cadereyta de Montes
070000220005,Colón
070000220006,Corregidora
070000220007,Ezequiel Montes
070000220008,Huimilpan
070000220009,Jalpan de Serra
070000220010,Landa de Matamoros
070000220011,El Marqués
070000220012,Pedro Escobedo
070000220013,Peñamiller
070000220014,Querétaro
070000220015,San Joaquín
070000220016,San Juan del Río
070000220017,Tequisquiapan
070000220018,Tolimán
070000220996,No especificado
070000220997,Otros estados
070000220998,Otros municipios
070000220999,Resto de municipios
07000023,Quintana Roo
070000230001,Cozumel
070000230002,Felipe Carrillo Puerto
070000230003,Isla Mujeres
070000230004,Othón P. Blanco
070000230005,Benito Juárez
070000230006,José María Morelos
070000230007,Lázaro Cárdenas
070000230008,Solidaridad
070000230009,Tulum
070000230010,Bacalar
070000230011,Puerto Morelos
070000230996,No especificado
070000230997,Otros estados
07000024,San Luis Potosí
070000240001,Ahualulco
070000240002,Alaquines
070000240003,Aquismón
070000240004,Armadillo de los Infante
070000240005,Cárdenas
070000240006,Catorce
070000240007,Cedral
070000240008,Cerritos
070000240009,Cerro de San Pedro
070000240010,Ciudad del Maíz
070000240011,Ciudad Fernández
070000240012,Tancanhuitz
070000240013,Ciudad Valles
070000240014,Coxcatlán
070000240015,Charcas
070000240016,Ebano
070000240017,Guadalcázar
070000240018,Huehuetlán
070000240019,Lagunillas
070000240020,Matehuala
070000240021,Mexquitic de Carmona
070000240022,Moctezuma
070000240023,Rayón
070000240024,Rioverde
070000240025,Salinas
070000240026,San Antonio
070000240027,San Ciro de Acosta
070000240028,San Luis Potosí
